symbol,name,history_days,first_date,last_date,annualized_volatility_pct_252d,median_daily_dollar_volume_252d,market_cap_usd,波动档,流动性档,市值档,历史状态,策略特征组
ARTW,"Art's-Way Manufacturing Co., Inc. Common Stock",2514,2016-07-18,2026-07-17,71.99723321522143,56547.99809455872,11755132.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ASPS,Altisource Portfolio Solutions S.A. Common Stock,2514,2016-07-18,2026-07-17,78.53638222578734,143790.0030851364,71621326.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
AWRE,"Aware, Inc. Common Stock",2514,2016-07-18,2026-07-17,72.92924226148025,53102.99836397171,24027145.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
AYTU,"Aytu BioPharma, Inc.  Common Stock",2514,2016-07-18,2026-07-17,54.71678008648995,142525.4986524582,23076397.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BAFN,BayFirst Financial Corp. Common Stock,1386,2021-01-08,2026-07-17,71.18013641216592,70722.99928665161,23491497.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BBLG,Bone Biologics Corp Common Stock,1194,2021-10-13,2026-07-17,76.73846809296153,39781.999814510345,2100454.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BCDA,"BioCardia, Inc. Common Stock",2514,2016-07-18,2026-07-17,78.37900858982107,107892.50042438509,9393247.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BEEP,Mobile Infrastructure Corporation Common Stock,724,2023-08-28,2026-07-17,72.45815095629537,128641.00046157835,79928000.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BFRI,Biofrontera Inc. Common Stock,1182,2021-10-29,2026-07-17,80.82508985079488,102104.49832081796,13955645.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BHST,BioHarvest Sciences Inc. Common Stock,1386,2021-01-08,2026-07-17,73.5892649730308,120865.00055789948,61203173.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BLIN,"Bridgeline Digital, Inc. Common Stock",2514,2016-07-18,2026-07-17,69.24129991678703,40930.50100207329,17363911.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BMHL,Bluemount Holdings Limited Class B Ordinary Shares,256,2025-07-11,2026-07-17,69.13487843736824,9827.99985408783,145209636.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BMRA,"Biomerica, Inc. Common Stock",2514,2016-07-18,2026-07-17,57.165565694856866,44888.00001144409,4987385.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BNGO,"Bionano Genomics, Inc. Common Stock",1986,2018-08-21,2026-07-17,81.45669323466738,267051.99724435806,13196250.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BOF,BranchOut Food Inc. Common Stock,773,2023-06-16,2026-07-17,81.94675674322694,198729.99873161316,63255204.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BOLT,"Bolt Biotherapeutics, Inc. Common Stock",1367,2021-02-05,2026-07-17,73.09678945623754,98939.00101184844,8493326.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BON,Bon Natural Life Limited Class A Ordinary Shares,1271,2021-06-24,2026-07-17,55.5747786020221,43734.99974608421,9429420.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BRFH,Barfresh Food Group Inc. Common Stock,2514,2016-07-18,2026-07-17,69.86284148102662,17897.49995470047,29865477.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BRLT,"Brilliant Earth Group, Inc. Class A Common Stock",1208,2021-09-23,2026-07-17,86.94366094532597,104227.49741077425,118405404.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BTCT,BTC Digital Ltd. Ordinary Shares,1946,2018-10-17,2026-07-17,86.49423659726708,164474.99692440033,8283575.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BTOC,Armlogi Holding Corp. Common Stock,545,2024-05-14,2026-07-17,77.81872713317472,39745.800322294235,11747036.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
BYSI,BeyondSpring Inc. Ordinary Shares,2352,2017-03-09,2026-07-17,78.19518638167644,38048.00128936768,53044568.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CBAT,CBAK Energy Technology Limited Ordinary Shares,2514,2016-07-18,2026-07-17,55.89211873396038,104079.99943494795,48081501.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CCG,Cheche Group Inc. Class A Ordinary Shares,710,2023-09-18,2026-07-17,76.23914876712664,67828.17347717285,36844303.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CHCI,"Comstock Holding Companies, Inc. Class A Common Stock",2514,2016-07-18,2026-07-17,65.59482808417376,266564.9969100952,161582841.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CLPS,CLPS Incorporation Common Stock,2046,2018-05-25,2026-07-17,79.98481980687275,8402.99997329712,24725732.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CLRB,"Cellectar Biosciences, Inc.  Common Stock",2514,2016-07-18,2026-07-17,82.0629436537456,218456.0022830963,20059448.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CLWT,Euro Tech Holdings Company Limited Common Stock,2514,2016-07-18,2026-07-17,73.46511076475161,7686.000061035156,12080686.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CNTY,"Century Casinos, Inc. Common Stock",2514,2016-07-18,2026-07-17,53.468902583708754,95903.99923324584,33197575.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CNVS,Cineverse Corp. Class A Common Stock,2514,2016-07-18,2026-07-17,65.8123697973479,367483.5020661354,58542553.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
COCP,"Cocrystal Pharma, Inc. Common Stock",2514,2016-07-18,2026-07-17,78.28089777339191,73285.00078320503,13098080.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,2514,2016-07-18,2026-07-17,88.69154741126243,258226.49853229523,102484452.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CREX,"Creative Realities, Inc. Common Stock",2514,2016-07-18,2026-07-17,61.853692432421795,101778.49988937378,45318706.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CRGO,Freightos Limited Ordinary shares,1169,2021-11-17,2026-07-17,83.32815024754578,180199.99928474423,64604373.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CSBR,"Champions Oncology, Inc. Common Stock",2514,2016-07-18,2026-07-17,63.112640595082595,54794.00110244751,85126243.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CSPI,CSP Inc. Common Stock,2514,2016-07-18,2026-07-17,53.96341436352217,175941.0053730011,82186272.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CTOR,"Citius Oncology, Inc. Common Stock",903,2022-12-08,2026-07-17,85.86756106463727,196267.49780774117,64054751.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CTSO,Cytosorbents Corporation Common Stock,2514,2016-07-18,2026-07-17,79.7350566174375,54195.500537753105,22623389.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
CVGI,"Commercial Vehicle Group, Inc. Common Stock",2514,2016-07-18,2026-07-17,85.47278003765146,286810.00477075577,165443274.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
DAIO,Data I/O Corporation Common Stock,2514,2016-07-18,2026-07-17,58.46819781144544,76650.00085830688,34385278.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
DGICB,"Donegal Group, Inc. Class B Common Stock",2514,2016-07-18,2026-07-17,75.82315492083829,6542.000198364258,820648706.0,中波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－中波动
DLPN,"Dolphin Entertainment, Inc. Common Stock",2514,2016-07-18,2026-07-17,61.2383134349159,40995.49984931946,14058653.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
DXLG,"Destination XL Group, Inc. Common Stock",2514,2016-07-18,2026-07-17,88.71163294098857,66657.99762904644,35192378.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
DXR,Daxor Corporation Common Stock,2514,2016-07-18,2026-07-17,52.89801373648356,35353.999519348145,63636642.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
DYAI,"Dyadic International, Inc. Common Stock",2514,2016-07-18,2026-07-17,78.63607050794785,78943.0000424385,45912766.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,1521,2020-06-26,2026-07-17,82.77208926072012,14771.500009298325,13284194.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ECOR,"electroCore, Inc. Common Stock",2027,2018-06-22,2026-07-17,90.75191248498264,324928.00092697144,48778757.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
EDUC,Educational Development Corporation Common Stock,2514,2016-07-18,2026-07-17,59.467133434207874,36175.499564409256,12531697.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ELSE,"Electro-Sensors, Inc. Common Stock",2514,2016-07-18,2026-07-17,77.10789326465249,12403.999519348145,27199657.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ELUT,Elutia Inc. Class A Common Stock,1449,2020-10-08,2026-07-17,78.9553557456986,136723.0006992817,41997824.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ENLV,Enlivex Ltd. Ordinary Shares,2514,2016-07-18,2026-07-17,83.26402049286862,276230.1803355217,78773830.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ENTX,Entera Bio Ltd. Ordinary Shares,2023,2018-06-28,2026-07-17,89.37758311144867,154851.896327734,97594663.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
EVGN,Evogene Ltd Ordinary Shares,2514,2016-07-18,2026-07-17,70.38537283022397,59747.000816464424,7613703.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
EXOZ,eXoZymes Inc. Common Stock,418,2024-11-13,2026-07-17,72.70056281006175,25251.599836349487,55445699.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FGBI,"First Guaranty Bancshares, Inc. Common Stock",2514,2016-07-18,2026-07-17,57.70429493783368,95485.5010509491,164313195.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FGMC,FG Merger II Corp. Common stock,359,2025-02-11,2026-07-17,57.4851132231336,339287.4959945679,84995303.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FLNT,"Fluent, Inc. Common Stock",2514,2016-07-18,2026-07-17,84.01234952451368,76114.5029425621,111212606.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FSEA,"First Seacoast Bancorp, Inc. Common Stock",1760,2019-07-17,2026-07-17,52.53564769547076,29831.49938583374,79242374.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FTEK,"Fuel Tech, Inc. Common Stock",2514,2016-07-18,2026-07-17,74.12806096570924,325563.99607658386,47682831.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
FTLF,"FitLife Brands, Inc. Common Stock",2514,2016-07-18,2026-07-17,53.547360314062296,229560.9972000122,103865256.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GAIA,"Gaia, Inc. Class A Common Stock",2514,2016-07-18,2026-07-17,60.52447874330837,204377.99849510193,51387777.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GDTC,CytoMed Therapeutics Limited Ordinary Shares,817,2023-04-14,2026-07-17,89.04573631413172,16739.249980449677,11828435.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GEG,"Great Elm Group, Inc. Common Stock",2514,2016-07-18,2026-07-17,51.31871526406297,21602.500104904175,68201492.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GENK,"GEN Restaurant Group, Inc. Class A Common Stock",766,2023-06-28,2026-07-17,74.68836399633571,83759.99915599823,58347374.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GGR,Gogoro Inc. Ordinary Shares,1352,2021-03-01,2026-07-17,64.26712453539892,51888.00024986267,50673150.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GGRP,"The Glimpse Group, Inc. Common Stock",1266,2021-07-01,2026-07-17,88.65979388370346,106089.50200676918,16545057.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GIFT,"Giftify, Inc. Common Stock",1386,2021-01-08,2026-07-17,67.56432356184222,37777.25006341934,30357588.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GLBS,Globus Maritime Limited Common Stock,2514,2016-07-18,2026-07-17,73.09053147704823,78695.9992647171,59782974.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GNSS,Genasys Inc. Common Stock,2514,2016-07-18,2026-07-17,52.83304229844222,228462.993311882,78332255.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GRCE,"Grace Therapeutics, Inc. Common Stock",2514,2016-07-18,2026-07-17,71.22438643335148,335299.00283813477,33139335.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
GRNQ,Greenpro Capital Corp. Common Stock,2034,2018-06-13,2026-07-17,84.3077237006416,26998.000240325928,22577590.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HBNB,Hotel101 Global Holdings Corp. Class A Ordinary Shares,282,2025-06-03,2026-07-17,88.61917227850333,75018.90015602112,1345686220.0,中波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－中波动
HFFG,HF Foods Group Inc. Common Stock,2226,2017-09-07,2026-07-17,66.02040201551343,235420.50427794456,88234438.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HHS,"Harte Hanks, Inc. Common Stock",2514,2016-07-18,2026-07-17,54.487064396645415,14680.999898910522,18103507.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HIHO,Highway Holdings Limited Common Stock,2514,2016-07-18,2026-07-17,81.90499596476589,16270.499601960182,3594465.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HMR,Heidmar Maritime Holdings Corp. Common Stock,353,2025-02-20,2026-07-17,84.22300869223379,66137.49916553497,63121437.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HQI,"HireQuest, Inc. Common Stock (DE)",2514,2016-07-18,2026-07-17,53.68172069289637,144828.0047416687,168329000.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HTLM,HomesToLife Ltd Ordinary Shares,449,2024-10-01,2026-07-17,86.06731826760878,14174.999964237211,180720313.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
HUDI,"Huadi International Group Co., Ltd. Ordinary Shares",1377,2021-01-22,2026-07-17,73.00149837367611,18648.000010848045,11210559.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ICCC,ImmuCell Corporation Common Stock,2514,2016-07-18,2026-07-17,54.049947161754794,98891.5001153946,100645639.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
ICMB,"Investcorp Credit Management BDC, Inc. Common Stock",2514,2016-07-18,2026-07-17,57.41170509311292,70211.50076389313,12318115.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
IDAI,T Stamp Inc. Class A Common Stock,1355,2021-02-24,2026-07-17,85.0707982365649,192277.0000755787,11647925.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
IMA,"ImageneBio, Inc. Common Stock",1333,2021-03-26,2026-07-17,74.11766490545317,199323.50273132324,60681719.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
IMNN,"Imunon, Inc. Common Stock",2514,2016-07-18,2026-07-17,57.18232849471826,147169.9995279312,7689876.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
INAB,"IN8bio, Inc. Common Stock",1246,2021-07-30,2026-07-17,81.22549061514319,103484.99745726584,13096628.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
INCR,Intercure Ltd. Ordinary Shares,1878,2019-01-28,2026-07-17,60.01631324370547,26598.50034713745,50088103.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
INKT,"MiNK Therapeutics, Inc. Common Stock",1192,2021-10-15,2026-07-17,84.2937441876303,340059.4918727875,53107043.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
INVE,"Identiv, Inc. Common Stock",2514,2016-07-18,2026-07-17,62.70771792333144,168037.49885559082,67217394.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
IRIX,IRIDEX Corporation Common Stock,2514,2016-07-18,2026-07-17,69.26367712161135,64770.50125002861,16264650.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
IZEA,"IZEA Worldwide, Inc. Common Stock",2514,2016-07-18,2026-07-17,63.08455599753317,248568.9994573593,60771328.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
JL,J-Long Group Limited Class A Ordinary Shares,622,2024-01-24,2026-07-17,82.61357232306635,97418.50156784058,23012206.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
JVA,"Coffee Holding Co., Inc. Common Stock",2514,2016-07-18,2026-07-17,59.89964365817531,164856.0022354126,20094268.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
JWEL,Jowell Global Ltd. Ordinary Shares,1340,2021-03-17,2026-07-17,76.85471977519413,13877.199733257294,4859188.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KBSX,FST Corp. Ordinary Shares,1085,2022-03-21,2026-07-17,59.697172722934454,13458.899998664856,38498763.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KFFB,Kentucky First Federal Bancorp Common Stock,2514,2016-07-18,2026-07-17,61.27908120311447,6959.9998235702515,42050918.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KNDI,"Kandi Technologies Group, Inc. Ordinary Shares",2514,2016-07-18,2026-07-17,61.64159068402015,96350.00030398367,71184452.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KPLT,"Katapult Holdings, Inc. Common Stock",1644,2019-12-31,2026-07-17,82.11128277719762,217678.49707603455,32783599.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KPRX,"Kiora Pharmaceuticals, Inc.  Common Stock",2514,2016-07-18,2026-07-17,62.604769318378374,70293.00044775009,11656002.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
KYNB,"Kyntra Bio, Inc. Common Stock",2514,2016-07-18,2026-07-17,61.594518010211466,174276.00331306458,29267850.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LCUT,"Lifetime Brands, Inc. Common Stock",2514,2016-07-18,2026-07-17,85.4934644602171,162052.50430107117,194724668.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LFWD,Lifeward Ltd. Ordinary Shares,2514,2016-07-18,2026-07-17,80.47528373751418,130701.9828927517,22261975.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LIVE,Live Ventures Incorporated Common Stock,2514,2016-07-18,2026-07-17,87.44721368228277,94687.4994277954,34403162.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LOOP,"Loop Industries, Inc. Common Stock",2174,2017-11-20,2026-07-17,78.40135926645964,79617.5007879734,38215655.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LSE,"Leishen Energy Holding Co., Ltd. Class A Ordinary Shares",393,2024-12-19,2026-07-17,78.20912113843616,23452.999901771545,74908298.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
LVO,"LiveOne, Inc. Common Stock",2239,2017-08-18,2026-07-17,79.3328138201891,360578.5498523712,71741763.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MAKO,Mako Mining Corp Common Stock,2514,2016-07-18,2026-07-17,51.20485054521048,358975.9924173355,599817832.0,中波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－中波动
MATH,Metalpha Technology Holding Limited Ordinary Shares,2195,2017-10-20,2026-07-17,84.23510837876982,123062.49885559082,42401912.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MBIO,"Mustang Bio, Inc. Common Stock",2237,2017-08-22,2026-07-17,70.3210913713337,71112.99827098846,4229118.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MDIA,Mediaco Holding Inc. Class A Common Stock ,1641,2020-01-06,2026-07-17,65.85195723404527,28524.999952316284,83147481.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MEGL,Magic Empire Global Limited Class A Ordinary Shares,990,2022-08-05,2026-07-17,67.8661656801104,21554.499530792236,5899618.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MIRA,"MIRA Pharmaceuticals, Inc. Common Stock",741,2023-08-03,2026-07-17,74.33744159071807,202126.497644186,40337001.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MKTW,"MarketWise, Inc. Class A Common Stock",1467,2020-09-14,2026-07-17,56.64855575008302,202639.00299072263,314229891.0,中波动,低流动性,小盘（0.3B–2B）,历史≥1年,低流动性－中波动
MKZR,"MacKenzie Realty Capital, Inc. Common Stock",508,2024-07-09,2026-07-17,84.81965703267484,69766.00241661072,3283888.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MLCI,Mount Logan Capital Inc. Common Stock,2514,2016-07-18,2026-07-17,83.24749947573535,184999.5023727417,37258597.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MNOV,Medicinova Inc Common Stock,2514,2016-07-18,2026-07-17,66.97812225744093,52744.000601768494,66448682.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MNTK,"Montauk Renewables, Inc. Common Stock",1377,2021-01-22,2026-07-17,74.06037777203886,262335.5035007,223475588.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MNY,MoneyHero Limited Class A Ordinary Shares,1408,2020-12-07,2026-07-17,77.73736512595525,67714.49902653694,43055788.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MRKR,"Marker Therapeutics, Inc. Common Stock",2514,2016-07-18,2026-07-17,83.92677692209358,189679.99590039253,21841796.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MSLE,Satellos Bioscience Inc. Common Stock,2514,2016-07-18,2026-07-17,82.96524093981542,107231.50109052658,186439151.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MTEX,"Mannatech, Incorporated Common Stock",2514,2016-07-18,2026-07-17,90.90174895854042,39516.49980545044,8201098.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MYPS,"PLAYSTUDIOS, Inc.  Class A Common Stock",1398,2020-12-21,2026-07-17,73.3697371065139,189205.9951633215,106337266.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
MYSZ,"My Size, Inc. Common Stock",2498,2016-08-09,2026-07-17,77.65217783402801,44800.40057897568,1806330.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
NAII,"Natural Alternatives International, Inc. Common Stock",2514,2016-07-18,2026-07-17,62.29469383795014,35392.50075817108,13931008.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
NEPH,"Nephros, Inc. Common Stock",2514,2016-07-18,2026-07-17,91.56856307590084,126326.00002288818,41037744.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
NHTC,Natural Health Trends Corp. Common Stock,2514,2016-07-18,2026-07-17,74.31332728635375,87035.99817752838,16340800.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
NMTC,NeuroOne Medical Technologies Corporation Common Stock,2096,2018-03-15,2026-07-17,76.6680671065187,153697.74742794037,20170510.0,中波动,低流动性,微盘（<0.3B）,历史≥1年,低流动性－中波动
